"f_footprint_ID","f_incident_ID","f_length","f_greates_width","f_heel_width","f_average","f_heel","f_ball","f_toes","f_obs_print","f_obs_weight","f_animal_weight","f_stride_inches","f_average_stride","f_longest_stride","f_shortest_stride","f_estimated_age","f_age_unit","f_number_of_tracks","f_trail_followed","f_trail_ended","f_condition","f_tracks_showed","f_ball_of_foot","f_arch","f_ridge","f_number_of_toes","f_deformity","f_bumps","f_claw_marks","f_size_of_toes","f_longest_toe","f_hand_print_s","f_knee_prints","f_cast","f_photo","f_human","f_pattern_of_walk","f_feet_in_line","f_obstacles","f_set_of_tracks","f_other_footprint_codes","f_direction","f_material_made_in","f_comp_entry_date","f_operation","f_water","f_other_marks","f_other_tracks","f_human_tracks_present","f_what","f_tracks_came_from","f_went_to","f_foot_shape","f_trackmaker_attracted_by","f_remarks","f_state_prov"
10292,"1000637","17.5","7.5",,,,,,,,,,,,,"2","weeks","few",,,"poor",,,,,,,,,,,,,,,,,,,2,"10293","North","sod","MAR 29 1994","JWG",,,,,,,,,,"Tracks in grass, no depth ascertained, length and width not exact, not enough tracks to measure stride. Apparently very poor. Travel direction given comes from the accompanying sighting report, not from the tracks. No description given, so no Creature report filed.","Calif"
10293,"1000637","22.5","12.5",,,,,,,,,,,,,"2","weeks","few",,,"poor",,,,,,,,,,,,,,,,,,,2,"10292",,"sod","MAR 30 1994","JWG",,,,,,,,,,"see 10292","Calif"
10294,"1000638","14.5","9.0","4.5","1.25",,,,,,,,"40",,,,,,,,,,,,,"4",,,"N","toes more of a size than human's",,,,,"Y",,,,,1,,,"gravel","MAR 30 1994","JWG",,,,,,,,,,"Stream was full of water cress. Toes of prints were \"almost square\".","Calif"
10295,"1000642","18.0","7.0",,,"deep",,,,,,,,,,,,"27","Y",,"good",,,,,"5",,,,,,,,"Y","Y",,,,,1,,,"dirt","APR 03 1994","JWG",,,,,,,,,,"Toes were long, like long fingers.","Calif"
10296,"1000645","17.0","6.0","4.5",,,,,,,,,,,,,,"8",,,"fair",,,,,,,,,,,,,"Y","Y",,,,,1,,,,"APR 03 1994","JWG",,,,,,,,,,"Only two of eight tracks said to be \"fairly definite and distinct.\"","Calif"
10297,"1000647","15.0","8.0",,"4.00",,,,,,,,"52",,,"2","days","many","Y",,"good",,,,,,,,,,,,,,"Y",,,,,1,,,"sand","APR 04 1994","JWG","entering water;leaving water",,,,,"water","water",,,"Three sets of the same tracks found at different times. All started or ended at the river, and there were no tracks on the other side of the river.","Calif"
10298,"1000648","13.0","6.0","4.0",,,,,,,,,"72",,,"12","hours","2",,,,,,,,"4",,,,,,,,,,,,,,1,,,,"APR 04 1994","JWG",,,,,,,,,,,"Calif"
10299,"1000649","16.5",,,,,,,,,,,,,,,,"1",,,"fair",,,,,"5",,,,,,,,,,,,,,1,,,"mud","APR 04 1994","JWG",,"hand prints",,,,,,,,,"Calif"
10300,"1000652","14.0","6.0",,,,,,,,,,"84",,,,,"many",,,"poor",,,,,,,,,,,,,,,,,,,1,,,"gravel","APR 04 1994","JWG",,"hand print",,,,,,,"livestock","Creature reported seen running with around track with horses.","Calif"
10301,"1000653","22.0","10.0",,,,,,,,,,,"60",,,,,,,,,,,,,,,,,,,,,,,,,,1,,,"snow","APR 04 1994","JWG",,,,,,,,,,,"Calif"
10302,"1000657","19.0","10.0","6.5",,,,,,,,,"96","108","120","1","weeks","few","Y",,,,,,,,,,,,,,,,,,,,,1,,,,"APR 05 1994","JWG","in then out;out then in",,,,,,,,,,"Calif"
10303,"1000661","18.0","7.0",,,,,,,,,,,,,,,"2",,,,,,"Y",,,,,,,,,,,,,,,,1,,,"mud","APR 06 1994","JWG",,,,,,,,,,,"Calif"
10304,"1000664","18.0",,,,,,,,,,,,,,,,,,,,,,,,"5",,,,,,,,,,,,,,1,,,"snow","APR 06 1994","JWG",,,,,,,,,,,"Calif"
10305,"1000670","big",,,,,,,,,,,,,,,,"many",,,,,,,,,,,,,,,,,,,,,,1,,,"snow","APR 07 1994","JWG",,,,,,,"occupied building",,"meat;refuse",,"Wash"
10306,"1000671","17.0",,,,,,,,,,,,,,"5","minutes",,,,,,,,,,,,,,,,,,,,,,,2,,,,"APR 08 1994","JWG",,,"baby-size tracks",,,,,,,"Tracks were sharply curved towards the inner side.","Wash"
10307,"1000672","16.0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"APR 08 1994","JWG","entering water",,,,,,,,"fish",,"Wash"
10308,"1000681","big",,,,,,,,,,,,,,,,,,,,,,,,"5",,,,,,,,,,,,,,1,,,"mud","APR 09 1994","JWG","near water",,,,,,,,"water","Footprints were so large and deep the witness thought the creature must have weighed four times as much as he did.","Wash"
10309,"1000684","16.0","6.0",,,,,,,,,,,,,,,"1",,,,,,,,,,,,,"second",,,,"Y",,,,,1,,,,"APR 09 1994","JWG",,,,,,,,,,,"Wash"
10310,"1000686","17.0","7.0","5.0",,,,,,,,,,,,"15","minutes",,"Y",,,,,,,"5","Y","Y",,"toes more of a size than human's",,,,"Y",,,,,,1,,"West",,"APR 09 1994","JWG",,,,,"Left foot twisted inward like club foot.",,,,,"Description given is that of \"Cripple-foot\" casts. Thompson gave no description and his cast was not inspected, but he said it was the crippled track, with which he became familiar in 1970. If those tracks were faked, so much for this report.","Wash"
10311,"1000687","big",,,,,,,,,,,,,,,,"many","Y",,,,,,,,,,,,,,,,,,,,,1,,,"snow","APR 09 1994","JWG",,,,,,,,,,,"Wash"
10312,"1000688","big",,,,,,,,,,,,,,"5","minutes","few","Y","Y",,,,,,,,,,,,,,,,,,,,1,,,"sand","APR 09 1994","JWG","near water",,,,,"hillside","water",,"water","Tracks indicated it had come to the river to drink.","Wash"
10313,"1000689","big",,,"1.00","1.00","1.00","1.00",,,,,"long",,,"4","hours","many","Y","Y","poor",,,,,,,,,,,,,,,,,,"over",1,,"West","gravel","APR 10 1994","JWG",,,,,,"shore","fire",,"human activity",,"Wash"
10314,"1000690","big",,,,,,,,,,,,,,,,"1",,,,,,,,,,,,,,,,,,,,,,1,,,"dirt","APR 10 1994","JWG",,,,,,,"road",,,,"Wash"
10315,"1000691","16.0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"second",,,,,,,,,1,,,"sand","APR 10 1994","JWG","near water",,,,,,,,,,"Wash"
10316,"1000697","big",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,"gravel","APR 11 1994","JWG",,,,,,,,,,"Two sets of tracks were not together or necessarily seen at the same time.","Wash"
10317,"1000702","18.5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,"sand","APR 11 1994","JWG","near water",,,,,,,,,,"Wash"
10318,"1000703","18.0","7.0",,,,,,,,,,,,,,,"65",,,,,,,,,,,,,,,,,,,,,,1,,,,"APR 11 1994","JWG",,,,,,,,,,,"Wash"
10319,"1000711","big",,,,,,,,,,,,,,,,"1",,,,,,,,,,,,,,,,,,,,,,1,,,"mud","APR 12 1994","JWG",,,,,,,,,,,"Wash"
10320,"1000713","18.0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,"APR 12 1994","JWG",,,,,,,,,,,"Wash"
10321,"1000719","19.0","9.0",,,,,,,,,,"66",,,,,"250",,"Y","very good",,,,,,,,,,,,,,,,"straight","in line",,1,,,"mud","APR 13 1994","JWG",,,,,,,,,,,"Wash"
10322,"1000720","18.0",,,,,,,,,,,,,,"5","minutes","few",,,,,,,,,,,,,,,,,,,,,,1,,,"mud","APR 13 1994","JWG",,,,,,,,,,,"Wash"
10323,"1000723","18.0","6.7","4.0",,,,,,,,,,,,"4","days","many","Y","Y","very good",,"normal","N",,"5",,,,"big toe far largest","first",,,"Y",,,,,,1,,"forth and back","dirt","APR 14 1994","JWG",,,,,,"hillside","pasture",,"farm plants","Went to alfalfa field and to berry patch. Tracks went over 4-foot fence and 5-foot gate, went in field and came back over gate.","Wash"
10324,"1000724","17.0",,,,,,,,,,,,,,,,"few",,,,,,,,,,,,,,,,,,,,,,1,,,,"APR 14 1994","JWG",,,,,,,,,,,"Wash"
10325,"1000729","17.0","8.0","4.0","1.25","1.25","1.25","1.25","0.50","190",,,"45",,,"5","minutes","7","Y","Y","very good",,,,,"5",,,,,"first",,,"Y",,"Y",,,,1,,"Northeast","mud","APR 15 1994","JWG",,,,,,,,,,"Bad smell noted just before tracks found. Clarence Fox could not begin to duplicate track depth by jumping up and down. The creature was apparently startled and ran off, up on its toes.","Wash"
10326,"1000740","big",,,,,,,,,,,,,,,,,,,"poor",,,,,,,,,,,,,"Y",,,,,,1,,,"gravel","APR 16 1994","JWG",,,,,,,,,,,"Wash"
10327,"1000741","big",,,,,,,,,,,,,,,,,,,"fair",,,,,,,,,,,,,,"Y",,,,,1,,,,"APR 16 1994","JWG",,,,,,,,,,,"Wash"
10328,"1000742","big",,,,,,,,,,,,,,,,,"N",,,,,,,,,,,,,,,,,,,,,1,,,"sand","APR 16 1994","JWG","leaving water",,,,,,,,,,"Wash"
10329,"1000743","big",,,,,,,,,,,,,,,,"150","N",,"fair",,,,,,,,,,,,,,,"Y",,,,1,,"East","soft shallow snow","APR 16 1994","JWG",,,,,,"high bank","canyon",,,"Tracks were much larger than size 12 boot, and stride more than a big man could make. They were headed down the logging road. There were human tracks on the other side of the road.","Wash"
10330,"1000745","22.0","7.5","4.5",,,,,,,,,"63",,"53",,,"many","Y","Y","very good",,,"N",,"5",,,,,,,,"Y",,,"straight","in line",,1,,"East","soft shallow snow","APR 17 1994","JWG",,,,,,,,,,,"Wash"
10331,"1000746","17.0","8.0","7.0",,,,,,,,,,,,,,"many","Y","Y","fair",,,"Y",,"4",,,,,,,,,"Y",,,,,1,,"Northeast","soft shallow snow","APR 17 1994","JWG",,,,,,,,"wide",,"Single big blob in place where fourth and fifth toes should be. May well be a five-toed foot.","Wash"
10332,"1000749","big",,,,,,,,,,,,,,,,"few","Y","Y","fair",,,,,,,,,,,,,,,,,,,1,,,"snow","APR 17 1994","JWG","out then in",,,,,"water","water",,,"Creature apparently travelled in the creek but did not want to wade or swim the deep pool in Clearwater Creek under the bridge.","Wash"
10333,"1000754","10.5","wide","narrow",,,,,,,,,,,,"1","hours","many",,,"good",,,,,"6",,,,,,,,,,,,,,1,,,"hard deep snow","APR 18 1994","JWG",,,,,,,,,,,"Wash"
10334,"1000755","15.5","9.0",,,,,,,,,,,,,"8","hours","2",,"Y","good",,,,,,,,,,,,,,"Y",,,,,1,,,"shallow dust","APR 18 1994","JWG",,,,,,,,,,,"Wash"
10335,"1000756","13.5","narrow",,,,,,,,,,,,,,,"1",,,,,,,,,,,,,,,,,,,,,,2,,,,"APR 18 1994","JWG",,,,,,,,,"natural food plants","Tracks in blueberry patch.","Wash"
10336,"1000761;1000762","19.0",,,,,,,,,,,,,,"1","days","many",,,,,,,,"4",,,,,,,,,"Y",,,,,,,,"mud","APR 18 1994","JWG",,,,,,,,,"human activity","Only one track report for both incident reports, as there is almost no specific information about the tracks in any report. One day age estimate is for tracks found when people returned to the site, apparently made after the miners had left and after a heavy rain.","Wash"
10337,"1000763","11.0",,,,,,,,,,,,"72",,"1","days","100","N",,"fair",,,,,,,,,,,,,,,,,,,1,,,"soft shallow snow","APR 18 1994","JWG",,,,,,"trees","trees",,,,"Wash"
10338,"1000764","17.5","4.0",,"0.25",,,,,,,,"long",,,"2","hours",,"Y",,"very good","slide of heel",,"Y",,"5",,,,,,,,,,,"straight","in line",,1,,"forth and back",,"APR 18 1994","JWG",,,,,,,,,,,"Wash"
10339,"1000765","20.0","6.0","5.0",,,,,,,,,"48",,,,,,"Y",,,,,,,,,,,,,,,,,,"straight","spread apart",,1,,"South","deep dust","APR 19 1994","JWG",,,"sheep",,,,,,"human activity","Tracks turned into a trail leading to an old mine, then from there followed the witnesses tracks.","Wash"
10340,"1000767;1000768","19.0","8.0",,,,,,,,,,,,,"1","days",,"N","Y",,,,"N",,,,,,,,,,,,,"straight","in line","around",,,,"mud","APR 19 1994","JWG",,,,,,,,,,,"Wash"
10341,"1000770","13.0",,,,,,,,,,,"long",,,,,"300","N","Y","good",,,,,"5",,,,,,,,,,,,,,1,,"forth and back","soft shallow snow","APR 19 1994","JWG","in then out",,,,,"trees","trees",,"water",,"Wash"
10342,"1000771","17.0","8.0","4.0","1.25","1.25","1.25","1.25","0.50","180",,,"42","50","30","1","hours","500","Y","Y","very good","slide of heel",,"Y",,"5",,,,,,,,,,,"toe out",,"around",1,,"East","mud;dirt","APR 19 1994","JWG",,,,,,,,,,"Less arch than a human foot. Feet slid back, forward and side in slick spots.","Wash"
10343,"1000772","17.0",,,"1.00",,,,"0.00","120",,,,,,"3","days","4","Y","Y","poor",,,,,,,,,,,,,,,,"toe out","spread apart",,,,"Northwest","dirt","APR 21 1994","JWG",,,,,,"marsh","road",,,"tracks toed out in climbing embankment.","Wash"
10344,"1000775","13.5",,,"2.00","2.00","3.00","2.00","2.00","250",,,"45",,,"6","hours","150","Y","Y","very good","drag of toes",,"N",,"5",,,,,,,,,"Y",,"toe out","in line",,1,,"forth and back","mud","APR 22 1994","JWG","out then in",,,,,"water","water",,"fish","Every second track of the right foot toed out about 45 degrees.","Wash"
10345,"1000779","18.0",,,"12.00",,,,"2.50","150",,,,,,"8","hours","7","Y","Y","poor",,,,,,,,,,,,,,,,,,"under",1,,"East","mud","APR 22 1994","JWG",,,,,,,"bushes",,,"Tracks only in muddy spots, not continuous. Creature had apparently ducked under a clothesline 5 feet off ground.","Wash"
10346,"1000784","14.0","6.0",,"12.00",,,,,,,,"42",,,"2","days","1500","Y","Y",,,,,,,,,,,,,,,,,"straight","spread apart",,1,,"North","soft deep snow","APR 23 1994","JWG",,,,,,,,,,"Observer drove beside tracks for three miles until snow too deep for jeep. Did not examine them, thought they were bear.","Wash"
10347,"1000786","19.0",,,"4.00",,,,,,,,"36",,,,,"6",,"Y","good",,,,,,,,,,,,,,,,,"in line",,,,"Northeast","mud","APR 23 1994","JWG",,,,,,,,,,,"Wash"
10348,"1000787","16.0","6.0",,"2.50",,,,"1.00",,,,"60",,,"6","hours","5","N","Y","good",,,,,,,,,,,,,,,,,"in line",,1,,"Southeast","dirt","APR 23 1994","JWG",,,,,,,,,,,"Wash"
10349,"1000793","12.0","4.5",,"1.80",,,,"0.50","155",,,"29",,,"10","minutes","18","Y","Y","very good",,,"N",,"5",,,,,,,,,,,"straight",,,1,,"forth and back","dirt","APR 24 1994","JWG",,,"yes",,,"pasture","pasture",,,"Cattle tracks in field. Creature tracks showed only where log hauling had destroyed sod.","Wash"
10350,"1000794","17.5","6.5","5.5",,,,,,,,,,,,,,,,,,,,"N",,"5","N",,,"toes more of a size than human's","first",,,"Y","Y",,,,,1,"10351",,"dirt","APR 24 1994","JWG",,,,,,,,,,"Left foot only. Right foot crippled (10351)","Wash"
10351,"1000794","16.5","7.0","5.5",,,,,,,,,,,,,,,,,"good",,,"N",,"4","Y","Y",,"toes all about the same","other",,,"Y","Y",,,,,1,"10350",,"dirt","APR 24 1994","JWG",,,,,"Foot twisted towards the arch, with large bumps on the outside edge and the second and third toes one big blob.",,,,,"Longest toe the 4th toe, 2nd or 3rd toe missing, or grown together. Left foot was normal (10350)","Wash"
10352,"1000795","17.5","6.5","5.5",,,,,,,,,"50","57","43","8","hours","1089","Y","Y","good",,,"N",,"5","N",,,"toes more of a size than human's","first",,,,"Y",,,,,1,"10351","forth and back","hard shallow snow","APR 24 1994","JWG",,,,,,"water","water",,,"Left foot only. Right foot crippled (10351) Tracks crossed 43-inch barbed-wire fence four times.","Wash"
10353,"1000795","16.5","7.0","5.5",,,,,,,,,"50","57","43","8","hours","1089","Y","Y","good",,,"N",,"4","Y","Y",,"toes all about the same","other",,,,"Y",,,,,1,"10350","forth and back","hard shallow snow","APR 24 1994","JWG",,,,,"Foot twisted towards the arch, with large bumps on the outside edge and the second and third toes one big blob.","water","water",,,"Longest toe the 4th toe, 2nd or 3rd toe missing, or grown together. Left foot was normal (10350)","Wash"
10354,"1000800","17.0",,,,,,,,,,,,,,,,"many","Y",,,,,,,,,,,,,,,,,,,,,1,,"circling","dust","APR 25 1994","JWG",,,,,,,,,,,"Wash"
10355,"1000803","18.7","9.0","7.0","0.25",,,,"0.00",,,,"96",,,,,"2",,"Y",,,,,,,,,,,,,,,,,,,,1,,,"dust","APR 25 1994","JWG",,,,,,,,,,,"Wash"
10356,"1000804",,,,,,,,,,,,"48",,,,,,,,,,,,,,,,,,,,,,,,,,"over",,,,,"APR 26 1994","JWG",,,,,,,,,,"no footprints.","Wash"
10357,"1000805","16.0",,,,,,,,,,,,,,,,"10",,,,,,,,,,,,,,,,,"Y",,,,,1,,,,"APR 26 1994","JWG","in then out",,,,,,,,,"Water reference is to second set of tracks that crossed stream.","Wash"
10358,"1000812","17.0","9.0",,,,,,,,,,,"72","30","4","hours","4000","Y","Y","very good","toe drag and heel slip",,"N","Y","5","N","N","N","big toe far largest","first",,,,"Y",,"toe out","spread apart","over",1,,"forth and back","soft shallow snow","APR 27 1994","JWG",,,,,,"hillside","canyon",,"human activity","Creature wandering about, including inspection of hunter's camp. Flatness of tracks, and compression of snow into ice, very impressive.","Wash"
10359,"1000813","13.5",,,,,,,,,,,,,,,,"few",,"Y","very good",,,,,,,,,,,,,,,,,,,1,,,"mud","APR 27 1994","JWG","near water",,,,,,,,,,"Wash"
10360,"1000815","15.0","5.9",,"1.50",,,,,,,,,,,"8","hours","16",,,,,,,,,,,,,,,,,,,,,,1,,,"soft shallow snow;gravel","APR 27 1994","JWG",,,,,,,,,,,"Wash"
10361,"1000816","15.0","8.0",,,,,,,,,,"60",,,"10","minutes","many","N",,,,,,,,,,,,,,,,,,,"in line",,1,,,"soft shallow snow","APR 27 1994","JWG",,,,,,,,,,,"Wash"
10362,"1000817","11.5",,,,,,,,,,,,,,,,"many",,,,,,,,,,,,,,,,,,,,,,1,,,"mud","APR 27 1994","JWG",,,,,,,"road",,,"Tracks of sasquatch shape, not human shape.","Wash"
10363,"1000819","14.0","7.0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,"snow","APR 27 1994","JWG",,,,,,,,,,,"Wash"
10364,"1000820","18.0","10.0",,,,,,,,,,,,,,,"5","Y","N",,,,,,,"Y",,,,,,,,,,,,,1,,,"dirt","APR 27 1994","JWG",,,,,"Some tracks appeared to have two big toes.",,,,,,"Wash"
10365,"1000822;","big",,,,,,,,,,,,,,,,,,,,,,,,"5",,,,,,,,,,,,,,,,,,"APR 28 1994","JWG",,,,,,,,,"water",,"Wash"
10366,"1000827","15.0","8.0",,,,,,,,,,,,,"8","hours",,"Y",,"fair",,,,,,,,,,,,,,,,,,,1,,,"snow","APR 29 1994","JWG",,,,,,,,,"human activity",,"Wash"
10367,"1000828","13.5",,,,,,,,,,,,,,"10","minutes","few",,"Y","good",,,"Y",,,,,,,,,,,,,,,,1,,,"dirt","APR 29 1994","JWG",,,,,,,,,,"Arch only slight.","Wash"
10368,"1000830","15.0",,,,,,,,,,,,,,"1","days","many","Y","Y",,,,,,,,,,,,,,,,,,,,1,,"West","snow","APR 30 1994","JWG",,,,,,"hillside","hillside",,,,"Wash"
10369,"1000832","14.0","6.0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Y",,,,,1,,,"dirt","APR 30 1994","JWG",,,,,,,,,,,"Wash"
10370,"1000835","19.0","9.0",,,,,,,,,,,,,,,"1",,,,,,,,,,,,,,,,"Y",,,,,,,,,,"MAY 01 1994","JWG",,,,,,,,,,,"Wash"
10371,"1000836","18.0","7.0",,,,,,,,,,,,,"1","days","1",,,,,,,,"5",,,,,"first",,,,,,,,,1,,,"mud","MAY 01 1994","JWG",,,,,,,,,,,"Wash"
10372,"1000837","big",,,,,,,,,,,,,,,,"6",,,,,,,,,"Y",,,,,,,,,,,,,1,,,"soft deep snow","MAY 01 1994","JWG",,,,,"Tracks referred to as those of \"cripple foot.\"","open","trees",,,,"Wash"
10373,"1000839","16.0","8.0",,,,,,,,,,,,,,,"few","N",,"good",,,,,,,,,,,,,,,,,,,1,,,"snow","MAY 01 1994","JWG",,,,,,,,,,,"Wash"
10374,"1000840","10.0",,,,,,,,,,,,,,"1","hours",,"Y","Y","good",,,,,"5",,,,,"first",,,,,,,,,1,,,,"MAY 01 1994","JWG",,,,,,,,,,,"Wash"
10375,"1000844","25.0","11.0",,,,,,,,,,"66",,,"12","hours","many","N",,"poor",,,,,,,,,,,,,,"Y",,,"spread wide apart",,1,,"forth and back","dry sand","FEB 02 1996","JWG","near water",,,,,"shore","shore",,,"Tracks were in dry sand that had blown, deep but completely shapeless. They were first seen when only minutes old, but measured the next day. Foot size undoubtedly much smaller.","Oregon"
10376,"1000845","17.0","7.0","5.5","1.00",,,,"0.33","200","800",,"55","60","50","1","days","160","Y","Y","very good",,"double","N",,"5",,,,"toes more of a size than human's","first",,,"Y","Y",,,,,1,,"East","deep dust","MAY 02 1994","JWG",,,,,,,,,,"This appears to have been a most exceptional set of tracks.","Wash"
10377,"1000847","14.0","7.0",,,,,,,,,,,,,,,"7","Y","Y","fair",,,"N",,,,,,,,,,"Y","Y",,,,,1,,,"mud","MAY 02 1994","JWG",,,,,,,,,,"These tracks were in poor shape, but were either genuine or a deliberate hoax.","Wash"
10378,"1000848","18.0","7.0",,"1.00",,,,,,,,"long",,,"1","weeks","6","Y","Y",,,,"Y",,,"Y",,,,,,,,"Y",,,,,1,,,"mud","MAY 02 1994","JWG",,,,,"Prints showed \"a kind of thumb.\"",,,,,,"Wash"
10379,"1000850","18.0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,"dirt","MAY 02 1994","JWG",,,,,,,,"narrow",,"Tracks were very narrow for their lenght.","Wash"
10380,"1000853","15.0","8.0",,,,,,,,,,"66",,,,,,,,,,,,,,,,,,,,,,"Y",,,,,1,,,"dirt","MAY 03 1994","JWG",,,,,,,,,,,"Wash"
10381,"1000857","14.0","5.0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,"MAY 03 1994","JWG",,,,,,,,,,,"Wash"
10382,"1000859","18.5","7.0",,"deep",,,,,,,,,,,"4","hours","5",,"Y","very good",,,,,"4",,,,,,,,,"Y",,,,,1,,,"dirt","MAY 03 1994","JWG",,,,,,,,,,,"Wash"
10383,"1000865","14.5",,,"deep",,,,,,,,,,,,,,,"Y","poor",,,,,,,,,,,,,,,,,,,1,,,"dirt","MAY 04 1994","JWG","leaving water",,,,,"water","road",,,,"Wash"
10384,"1000870","15.0",,,,,,,,,,,,,,,,,"N",,"good",,,,,,,,,,,,,,,,,,,2,,,"soft shallow snow","MAY 06 1994","JWG",,,,,,,,,,,"Wash"
10385,"1000871","12.0","7.0",,,,,,,,,,"72",,,,,,,,,,,,,"2",,,,,,,,,,,,,,1,,,"soft shallow snow","MAY 06 1994","JWG",,,,,,,,,,,"Wash"
10386,"1000872","22.0",,,"1.50",,,,"0.50",,,,"57","60","54","3","days","many","Y",,,,,,,,,,,,,,,,"Y",,,,,3,"10387;10388","forth and back","hard deep snow","MAY 06 1994","JWG","near water",,,,,,,,,,"Wash"
10387,"1000872","17.0",,,"1.50",,,,"0.50",,,,,,,"3","days","many","Y",,,,,,,,,,,,,,,,"Y",,,,,3,"10386;10388","forth and back","hard deep snow","MAY 06 1994","JWG","near water",,,,,,,,,,"Wash"
10388,"1000872","11.5",,,"1.50",,,,"0.50",,,,,,,,,"many","Y",,,,,,,,,,,,,,,,"Y",,,,,3,"10386;10387","forth and back","hard deep snow","MAY 06 1994","JWG","near water",,,,,,,,,,"Wash"
10389,"1000873","14.0","6.0",,,,,,,,,,,,,"10","minutes","many","Y","Y",,,,,,,,,,,,,,,,,,,,1,,,"hard shallow snow","MAY 06 1994","JWG","near water",,,,,,"water",,,,"Wash"
10390,"1000876","17.0","7.0",,,,,,,,,,,,,"30","days","few","Y","N","fair",,,,,"5","Y",,,,,,,,"Y",,,,,1,,,"dirt","MAY 07 1994","JWG",,,,,"Right foot appeared to be missing a toe or two.",,,,,"Some witnesses sure tracks were faked.","Wash"
10391,"1000881","16.0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Y",,,,,,,,,"MAY 08 1994","JWG",,,,,,,,,,,"Wash"
10392,"1000883","16.0",,,,,,,,,,,"60",,,,,"300","Y",,,,,,,,,,,,,,,,,,,,,1,,,"snow","MAY 09 1994","JWG",,,,,,,,,,,"Wash"
10393,"1000885","18.0","8.0",,"deep",,,,,,,,"43",,,,,"170","Y","Y",,,,"N",,,,,,,,,,"Y","Y",,,,,1,,,"sand","MAY 09 1994","JWG",,,,,,"sandbar","trees",,,,"Wash"
10394,"1000895","17.0",,,,,,,,,,,"78","84","72",,,"100","Y","Y",,,,,,,,,,,,,,"Y",,,,,,2,,,"snow","MAY 10 1994","JWG",,,,,,"road","trees",,,,"Wash"
10395,"1000895","14.0","6.5",,,,,,,,,,"42","48","36",,,"120","Y","Y",,,,,,,,,,,,,,"Y",,,,,,2,,,"snow","MAY 10 1994","JWG",,,,,,"road","trees",,,,"Wash"
10396,"1000896","18.0",,,,,,,,,,,,,,,,,"Y",,,,,,,,,,,,,,,,,,,,,1,,"downhill","soft shallow snow","MAY 10 1994","JWG",,,,,,"high bank","road",,,,"Wash"
10397,"1000897","18.0","6.0",,,,,,,,,,,,,"1","days",,"N",,"good",,,,,,,,,,,,,,,,,,,1,,,"snow","MAY 10 1994","JWG",,,,,,"road","trees",,,,"Wash"
10398,"1000897","18.0","6.0",,,,,,,,,,"24",,,,,,"Y","Y","good",,,"Y",,"5",,,,,,,,,,,,,,1,,,"snow","MAY 11 1994","JWG",,,,,,"road","trees",,,,"Wash"
10399,"1000903","15.0",,,,"2.00",,,"0.50",,,,,,,"8","hours","35",,"Y","fair",,,"N",,,,,,,,,,,,,,,,2,,,"dirt","MAY 12 1994","JWG",,,,,,,,,"human activity;natural food plants",,"Wash"
10400,"1000903","12.0",,,,"2.00",,,"0.50",,,,,,,,,,,"Y","fair",,,"N",,,,,,,,,,,,,,,,2,,,"dirt","MAY 12 1994","JWG",,,,,,,,,"human activity;natural food plants",,"Wash"
10401,"1000904","13.0",,,,,,,,,,,,,,,,"few","Y","Y","good",,,"Y",,,,,,,,,,,,,,,,2,,,"sand","MAY 13 1994","JWG","in then out",,,,,"trees","bushes",,,"Only one set of tracks examined.","Wash"
10402,"1000906","21.0","10.0",,"1.50",,,,"0.00",,,,,,,,,"1",,,"good",,,,,"5",,,,,"first",,,,"Y",,,,,1,,,"hard shallow snow","MAY 13 1994","JWG",,,,,,,,,,"Story says the track was in ice in a frozen stream, but it could not have been made in ice.","Wash"
10403,"1000912","22.0","8.0",,,,,,,,,,,,,"5","minutes",,"N","Y",,,,,,,,,,,,,,,,,,,,1,,"North",,"MAY 14 1994","JWG",,,,,,"trees","high bank",,,"Tracks were wet marks on rock wall.","Wash"
10404,"1000913","16.0",,,,,,,,,,,,,,,,"many","Y","Y","good",,,,,,,,,,,,,"Y",,,,,,1,,,"dirt","MAY 15 1994","JWG",,,,,,,,,,"Tracks went up an outcropping of rocks that Christman preferred to go around. He considered it clilmable, but too steep and rough.","Wash"
10405,"1000914","14.0","5.0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,"MAY 16 1994","JWG",,,,,,,,,,,"Wash"
10406,"1000916","16.5",,,,,,,,,,,,,,"10","hours","3","Y","Y",,,,,,,,,,,,,,,,,,,,1,,,"dirt","MAY 16 1994","JWG",,,,,,,,,"human activity",,"Wash"
10407,"1000918","18.0","7.0",,"1.00",,,,,,,,,,,"8","hours","many","Y",,,,,,,,,,,,,,,,"Y",,,,,2,"10408",,"soft shallow snow;frozen ground;","MAY 16 1994","JWG",,,,,,,,,,,"Wash"
